sex,onlineYearMonth,semester,duringTime,ranking
1,201510,1,16.616666666666667,887
1,201510,1,16.55,888
1,201510,1,16.416666666666668,889
1,201510,1,16.4,890
1,201510,1,15.766666666666667,891
1,201510,1,15.716666666666667,892
1,201510,1,15.683333333333334,893
1,201510,1,15.2,894
1,201510,1,14.683333333333334,895
1,201510,1,14.666666666666666,896
1,201510,1,14.666666666666666,897
1,201510,1,14.483333333333333,898
1,201510,1,14.35,899
1,201510,1,14.116666666666667,900
1,201510,1,13.883333333333333,901
1,201510,1,13.866666666666667,902
1,201510,1,12.783333333333333,903
1,201510,1,11.85,904
1,201510,1,11.816666666666666,905
1,201510,1,11.383333333333333,906
1,201510,1,11.166666666666666,907
1,201510,1,10.516666666666667,908
1,201510,1,10.016666666666667,909
1,201510,1,9.916666666666666,910
1,201510,1,9.766666666666667,911
1,201510,1,9.7,912
1,201510,1,9.6,913
1,201510,1,9.216666666666667,914
1,201510,1,8.55,915
1,201510,1,7.933333333333334,916
1,201510,1,7.016666666666667,917
1,201510,1,6.616666666666666,918
1,201510,1,6.133333333333334,919
1,201510,1,5.766666666666667,920
1,201510,1,5.316666666666666,921
1,201510,1,4.766666666666667,922
1,201510,1,4.733333333333333,923
1,201510,1,4.6,924
1,201510,1,4.2,925
1,201510,1,4.15,926
1,201510,1,4.133333333333334,927
1,201510,1,3.966666666666667,928
1,201510,1,3.8666666666666667,929
1,201510,1,3.8333333333333335,930
1,201510,1,3.716666666666667,931
1,201510,1,3.4,932
1,201510,1,3.3,933
1,201510,1,2.75,934
1,201510,1,2.7,935
1,201510,1,2.5166666666666666,936
1,201510,1,2.45,937
1,201510,1,2.3666666666666667,938
1,201510,1,2.35,939
1,201510,1,2.3333333333333335,940
1,201510,1,2.216666666666667,941
1,201510,1,2.1,942
1,201510,1,1.9,943
1,201510,1,1.8833333333333333,944
1,201510,1,1.7166666666666666,945
1,201510,1,1.6666666666666667,946
1,201510,1,1.6666666666666667,947
1,201510,1,1.6333333333333333,948
1,201510,1,1.6333333333333333,949
1,201510,1,1.4833333333333334,950
1,201510,1,1.3666666666666667,951
1,201510,1,1.2833333333333334,952
1,201510,1,1.2666666666666666,953
1,201510,1,1.2166666666666666,954
1,201510,1,1.2,955
1,201510,1,1.15,956
1,201510,1,1.1,957
1,201510,1,1.0166666666666666,958
1,201510,1,0.9333333333333333,959
1,201510,1,0.75,960
1,201510,1,0.7333333333333333,961
1,201510,1,0.6166666666666667,962
1,201510,1,0.5833333333333334,963
1,201510,1,0.5666666666666667,964
1,201510,1,0.5666666666666667,965
1,201510,1,0.26666666666666666,966
1,201510,1,0.25,967
1,201510,1,0.23333333333333334,968
1,201510,1,0.23333333333333334,969
1,201510,1,0.23333333333333334,970
1,201510,1,0.21666666666666667,971
1,201510,1,0.2,972
1,201510,1,0.18333333333333332,973
1,201510,1,0.16666666666666666,974
1,201510,1,0.15,975
1,201510,1,0.1,976
1,201510,1,0.1,977
1,201510,1,0.08333333333333333,978
1,201510,1,0.05,979
1,201510,1,0.05,980
1,201510,1,0.05,981
1,201510,1,0.05,982
1,201510,1,0.016666666666666666,983
1,201510,1,0.016666666666666666,984
